"year","zone","band","measure","value"
"2013","S01001819","Band A","Ratio",0
"2005","S01001819","Bands D-E","Ratio","18.8"
"2007","S01001819","Band A","Ratio",0
"2003","S01001819","Band A","Ratio",0
"2006","S01001819","Band A","Ratio",0
"2010","S01001819","Bands D-E","Ratio","18.8"
"2012","S01001819","Bands D-E","Ratio","18.8"
"2013","S01001819","Bands D-E","Ratio","18.8"
"2007","S01001819","Bands D-E","Ratio","18.89"
"2004","S01001819","Bands F-H","Ratio","75.66"
"2011","S01001819","Bands F-H","Ratio","75.66"
"2010","S01001819","Bands F-H","Ratio","75.66"
"2009","S01001819","Bands F-H","Ratio","75.6"
"2008","S01001819","Bands F-H","Ratio","75.85"
"2007","S01001819","Bands F-H","Ratio","75.54"
"2013","S01001819","Bands F-H","Ratio","75.66"
"2006","S01001819","Bands F-H","Ratio","75.6"
"2003","S01001819","Bands F-H","Ratio","75.66"
"2005","S01001819","Bands F-H","Ratio","75.66"
"2012","S01001819","Bands F-H","Ratio","75.66"
"2003","S01001819","Bands A-C","Ratio","5.78"
"2011","S01001819","Bands A-C","Ratio","5.54"
"2006","S01001819","Bands A-C","Ratio","5.56"
"2005","S01001819","Bands A-C","Ratio","5.54"
"2009","S01001819","Bands A-C","Ratio","5.56"
"2012","S01001819","Bands A-C","Ratio","5.54"
"2010","S01001819","Bands A-C","Ratio","5.54"
"2010","S01001820","Band A","Count",8
"2006","S01001820","Band A","Count",8
"2007","S01001820","Band E","Count",8
"2012","S01001820","Band E","Count",8
"2008","S01001820","Band E","Count",8
"2011","S01001820","Band E","Count",8
"2013","S01001820","Band E","Count",8
"2009","S01001820","Band E","Count",8
"2006","S01001820","Band E","Count",8
"2003","S01001820","Band E","Count",1
"2010","S01001820","Band E","Count",8
"2013","S01001820","Band F","Count",0
"2005","S01001820","Band F","Count",0
"2006","S01001820","Band F","Count",0
"2009","S01001820","Band F","Count",0
"2011","S01001820","Band F","Count",0
"2012","S01001820","Band F","Count",0
"2007","S01001820","Band F","Count",0
"2010","S01001820","Band F","Count",0
"2003","S01001820","Band F","Count",0
"2008","S01001820","Band F","Count",0
"2004","S01001820","Band F","Count",0
"2003","S01001820","Band G","Count",0
"2004","S01001820","Band G","Count",0
"2013","S01001820","Band G","Count",0
"2009","S01001820","Band G","Count",0
"2008","S01001820","Band G","Count",0
"2005","S01001820","Band G","Count",0
"2007","S01001820","Band G","Count",0
"2006","S01001820","Band G","Count",0
"2012","S01001820","Band G","Count",0
"2011","S01001820","Band G","Count",0
"2010","S01001820","Band G","Count",0
"2004","S01001820","Band H","Count",0
"2005","S01001820","Band H","Count",0
"2006","S01001820","Band H","Count",0
"2007","S01001820","Band H","Count",0
"2008","S01001820","Band H","Count",0
"2009","S01001820","Band H","Count",0
"2010","S01001820","Band H","Count",0
"2011","S01001820","Band H","Count",0
"2012","S01001820","Band H","Count",0
"2013","S01001820","Band H","Count",0
"2003","S01001820","Band H","Count",0
"2009","S01001820","Band A","Count",8
"2012","S01001820","Band A","Count",8
"2003","S01001820","Band A","Count",8
"2011","S01001820","Band A","Count",8
"2004","S01001820","Band A","Count",8
"2005","S01001820","Band A","Count",8
"2008","S01001820","Band A","Count",8
"2007","S01001820","Band A","Count",8
"2013","S01001820","Band A","Count",8
"2003","S01001820","Band B","Count",210
"2005","S01001820","Band B","Count",218
"2006","S01001820","Band B","Count",218
"2007","S01001820","Band B","Count",218
"2008","S01001820","Band B","Count",218
"2009","S01001820","Band B","Count",218
"2013","S01001820","Band B","Count",218
"2012","S01001820","Band B","Count",218
"2004","S01001820","Band B","Count",218
"2010","S01001820","Band B","Count",218
"2011","S01001820","Band B","Count",218
"2008","S01001820","Band C","Count",129
"2004","S01001820","Band C","Count",133
"2010","S01001820","Band C","Count",129
"2007","S01001820","Band C","Count",129
"2005","S01001820","Band C","Count",129
"2006","S01001820","Band C","Count",129
"2011","S01001820","Band C","Count",129
"2012","S01001820","Band C","Count",129
"2013","S01001820","Band C","Count",129
"2003","S01001820","Band C","Count",133
"2009","S01001820","Band C","Count",129
"2005","S01001820","Band D","Count",12
"2007","S01001820","Band D","Count",12
"2011","S01001820","Band D","Count",12
"2008","S01001820","Band D","Count",12
"2003","S01001820","Band D","Count",4
"2013","S01001820","Band D","Count",12
"2009","S01001820","Band D","Count",12
"2012","S01001820","Band D","Count",12
"2010","S01001820","Band D","Count",12
"2006","S01001820","Band D","Count",12
"2004","S01001820","Band D","Count",18
"2005","S01001820","Band E","Count",8
"2004","S01001820","Band E","Count",9
"2004","S01001820","Band A","Ratio","2.07"
"2011","S01001820","Band A","Ratio","2.13"
"2010","S01001820","Band A","Ratio","2.13"
"2008","S01001820","Bands A-C","Ratio","94.67"
"2004","S01001820","Bands A-C","Ratio","93.01"
"2012","S01001820","Band A","Ratio","2.13"
"2013","S01001820","Bands A-C","Ratio","94.67"
"2007","S01001820","Bands A-C","Ratio","94.67"
"2009","S01001820","Bands D-E","Ratio","5.33"
"2006","S01001820","Bands D-E","Ratio","5.33"
"2009","S01001820","Band A","Ratio","2.13"
"2008","S01001820","Band A","Ratio","2.13"
"2008","S01001820","Bands D-E","Ratio","5.33"
"2005","S01001820","Band A","Ratio","2.13"
"2011","S01001820","Bands D-E","Ratio","5.33"
"2013","S01001820","Band A","Ratio","2.13"
"2005","S01001820","Bands D-E","Ratio","5.33"
"2007","S01001820","Band A","Ratio","2.13"
"2003","S01001820","Band A","Ratio","2.25"
"2006","S01001820","Band A","Ratio","2.13"
"2010","S01001820","Bands D-E","Ratio","5.33"
"2012","S01001820","Bands D-E","Ratio","5.33"
"2013","S01001820","Bands D-E","Ratio","5.33"
"2007","S01001820","Bands D-E","Ratio","5.33"
"2004","S01001820","Bands F-H","Ratio",0
"2011","S01001820","Bands F-H","Ratio",0
"2010","S01001820","Bands F-H","Ratio",0
"2009","S01001820","Bands F-H","Ratio",0
"2008","S01001820","Bands F-H","Ratio",0
"2007","S01001820","Bands F-H","Ratio",0
"2013","S01001820","Bands F-H","Ratio",0
"2006","S01001820","Bands F-H","Ratio",0
"2003","S01001820","Bands F-H","Ratio",0
"2005","S01001820","Bands F-H","Ratio",0
"2012","S01001820","Bands F-H","Ratio",0
"2003","S01001820","Bands A-C","Ratio","98.6"
"2011","S01001820","Bands A-C","Ratio","94.67"
"2006","S01001820","Bands A-C","Ratio","94.67"
"2005","S01001820","Bands A-C","Ratio","94.67"
"2009","S01001820","Bands A-C","Ratio","94.67"
"2012","S01001820","Bands A-C","Ratio","94.67"
"2010","S01001820","Bands A-C","Ratio","94.67"
"2005","S01001821","Band E","Count",29
"2003","S01001821","Band E","Count",29
"2006","S01001821","Band E","Count",29
"2010","S01001821","Band E","Count",29
"2012","S01001821","Band E","Count",29
"2008","S01001821","Band E","Count",29
